stoch file 
scenario 1 Probability 0.001
	epsilon 0.860151
	b 0.662147
	m 1.07181
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 2 Probability 0.001
	epsilon 0.940136
	b 0.604179
	m 1.08444
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 3 Probability 0.001
	epsilon 0.834976
	b 0.518459
	m 1.11992
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 4 Probability 0.001
	epsilon 0.913548
	b 0.52381
	m 0.769074
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 5 Probability 0.001
	epsilon 0.765206
	b 0.572468
	m 1.04287
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 6 Probability 0.001
	epsilon 0.843523
	b 0.628786
	m 1.20986
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 7 Probability 0.001
	epsilon 0.828155
	b 0.57213
	m 0.974335
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 8 Probability 0.001
	epsilon 0.877846
	b 0.653696
	m 0.954577
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 9 Probability 0.001
	epsilon 0.79567
	b 0.652575
	m 0.782686
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 10 Probability 0.001
	epsilon 0.794358
	b 0.645601
	m 1.04651
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 11 Probability 0.001
	epsilon 0.911467
	b 0.580084
	m 0.865354
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 12 Probability 0.001
	epsilon 0.82625
	b 0.544969
	m 1.00918
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 13 Probability 0.001
	epsilon 0.899159
	b 0.536688
	m 0.875889
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 14 Probability 0.001
	epsilon 0.901231
	b 0.537175
	m 1.1885
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 15 Probability 0.001
	epsilon 0.784555
	b 0.586915
	m 0.877513
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 16 Probability 0.001
	epsilon 0.835598
	b 0.634393
	m 0.952288
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 17 Probability 0.001
	epsilon 0.88311
	b 0.555138
	m 0.986802
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 18 Probability 0.001
	epsilon 0.87021
	b 0.565598
	m 0.806037
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 19 Probability 0.001
	epsilon 0.943406
	b 0.560674
	m 1.08967
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 20 Probability 0.001
	epsilon 0.93806
	b 0.586125
	m 0.921887
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 21 Probability 0.001
	epsilon 0.844569
	b 0.575161
	m 1.0897
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 22 Probability 0.001
	epsilon 0.865315
	b 0.569391
	m 0.923622
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 23 Probability 0.001
	epsilon 0.752836
	b 0.542021
	m 1.03108
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 24 Probability 0.001
	epsilon 0.877757
	b 0.603106
	m 0.788549
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 25 Probability 0.001
	epsilon 0.922846
	b 0.610117
	m 1.04311
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 26 Probability 0.001
	epsilon 0.862375
	b 0.571807
	m 0.792762
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 27 Probability 0.001
	epsilon 0.86787
	b 0.588406
	m 1.2115
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 28 Probability 0.001
	epsilon 0.890751
	b 0.649369
	m 0.870248
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 29 Probability 0.001
	epsilon 0.852857
	b 0.579126
	m 1.05864
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 30 Probability 0.001
	epsilon 0.830875
	b 0.588025
	m 0.924563
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 31 Probability 0.001
	epsilon 0.918491
	b 0.640518
	m 1.09661
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 32 Probability 0.001
	epsilon 0.834293
	b 0.619125
	m 0.762355
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 33 Probability 0.001
	epsilon 0.823005
	b 0.670645
	m 0.9408
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 34 Probability 0.001
	epsilon 0.773719
	b 0.596069
	m 0.81374
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 35 Probability 0.001
	epsilon 0.880224
	b 0.588464
	m 1.03969
	Achild 0.7
	Aadult 1.3
	Aold 1.3
