stoch file 
scenario 1 Probability 0.002
	epsilon 0.890637
	b 0.69562
	m 1.00746
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 2 Probability 0.002
	epsilon 0.875578
	b 0.630026
	m 1.1659
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 3 Probability 0.002
	epsilon 0.841964
	b 0.541955
	m 1.06097
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 4 Probability 0.002
	epsilon 0.884656
	b 0.625771
	m 0.75107
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 5 Probability 0.002
	epsilon 0.942155
	b 0.524534
	m 0.959667
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 6 Probability 0.002
	epsilon 0.889235
	b 0.631969
	m 0.859722
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 7 Probability 0.002
	epsilon 0.844104
	b 0.635938
	m 1.21072
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 8 Probability 0.002
	epsilon 0.785682
	b 0.685394
	m 0.983954
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 9 Probability 0.002
	epsilon 0.846307
	b 0.545575
	m 1.00849
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 10 Probability 0.002
	epsilon 0.887867
	b 0.559583
	m 1.24895
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 11 Probability 0.002
	epsilon 0.875913
	b 0.544294
	m 1.02253
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
