stoch file 
scenario 1 Probability 0.002
	epsilon 0.919979
	b 0.661716
	m 1.01275
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 2 Probability 0.002
	epsilon 0.858357
	b 0.602512
	m 0.937216
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 3 Probability 0.002
	epsilon 0.862572
	b 0.57674
	m 0.823372
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 4 Probability 0.002
	epsilon 0.816058
	b 0.577965
	m 1.14397
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 5 Probability 0.002
	epsilon 0.837736
	b 0.660445
	m 1.0989
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 6 Probability 0.002
	epsilon 0.869188
	b 0.55364
	m 0.845541
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 7 Probability 0.002
	epsilon 0.861889
	b 0.526767
	m 0.98882
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 8 Probability 0.002
	epsilon 0.845413
	b 0.541271
	m 1.07173
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 9 Probability 0.002
	epsilon 0.890184
	b 0.5181
	m 1.11094
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 10 Probability 0.002
	epsilon 0.902849
	b 0.578041
	m 1.1919
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 11 Probability 0.002
	epsilon 0.786076
	b 0.622775
	m 1.2485
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 12 Probability 0.002
	epsilon 0.923005
	b 0.679899
	m 0.793721
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 13 Probability 0.002
	epsilon 0.754713
	b 0.621716
	m 1.23542
