stoch file 
scenario 1 Probability 0.001
	epsilon 0.86627
	b 0.649134
	m 1.02496
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 2 Probability 0.001
	epsilon 0.816575
	b 0.543524
	m 0.955353
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 3 Probability 0.001
	epsilon 0.790815
	b 0.624937
	m 1.03132
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 4 Probability 0.001
	epsilon 0.841915
	b 0.569262
	m 1.18732
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 5 Probability 0.001
	epsilon 0.851665
	b 0.585975
	m 1.04405
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 6 Probability 0.001
	epsilon 0.84336
	b 0.604446
	m 0.938654
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 7 Probability 0.001
	epsilon 0.821198
	b 0.648746
	m 0.965743
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 8 Probability 0.001
	epsilon 0.835799
	b 0.615294
	m 0.947966
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 9 Probability 0.001
	epsilon 0.849034
	b 0.553441
	m 1.15713
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 10 Probability 0.001
	epsilon 0.940497
	b 0.668989
	m 1.07843
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 11 Probability 0.001
	epsilon 0.90716
	b 0.517635
	m 1.10099
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 12 Probability 0.001
	epsilon 0.764949
	b 0.62957
	m 0.953495
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 13 Probability 0.001
	epsilon 0.931053
	b 0.535047
	m 1.04398
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 14 Probability 0.001
	epsilon 0.800441
	b 0.579171
	m 0.927364
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 15 Probability 0.001
	epsilon 0.878469
	b 0.623313
	m 1.02577
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 16 Probability 0.001
	epsilon 0.855938
	b 0.674305
	m 1.21565
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 17 Probability 0.001
	epsilon 0.917737
	b 0.519078
	m 0.883822
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 18 Probability 0.001
	epsilon 0.896573
	b 0.621386
	m 1.06099
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 19 Probability 0.001
	epsilon 0.85315
	b 0.661146
	m 0.942611
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 20 Probability 0.001
	epsilon 0.829168
	b 0.594808
	m 1.19193
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 21 Probability 0.001
	epsilon 0.811153
	b 0.648295
	m 0.839133
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 22 Probability 0.001
	epsilon 0.901155
	b 0.597585
	m 1.04533
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 23 Probability 0.001
	epsilon 0.819449
	b 0.645336
	m 1.03111
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 24 Probability 0.001
	epsilon 0.838594
	b 0.655355
	m 0.988021
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 25 Probability 0.001
	epsilon 0.900117
	b 0.589852
	m 0.803956
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 26 Probability 0.001
	epsilon 0.927957
	b 0.646064
	m 1.10639
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 27 Probability 0.001
	epsilon 0.940001
	b 0.647286
	m 0.981576
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 28 Probability 0.001
	epsilon 0.812786
	b 0.606045
	m 1.2491
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 29 Probability 0.001
	epsilon 0.773634
	b 0.656615
	m 1.12092
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 30 Probability 0.001
	epsilon 0.783913
	b 0.611858
	m 1.17005
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 31 Probability 0.001
	epsilon 0.769399
	b 0.600391
	m 1.03226
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 32 Probability 0.001
	epsilon 0.81109
	b 0.596995
	m 1.08433
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 33 Probability 0.001
	epsilon 0.85921
	b 0.618374
	m 0.990229
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 34 Probability 0.001
	epsilon 0.935208
	b 0.616385
	m 0.995255
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 35 Probability 0.001
	epsilon 0.809793
	b 0.589497
	m 1.00154
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 36 Probability 0.001
	epsilon 0.843949
	b 0.591915
	m 1.14664
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 37 Probability 0.001
	epsilon 0.804018
	b 0.668758
	m 1.04646
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 38 Probability 0.001
	epsilon 0.929906
	b 0.563852
	m 0.908588
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 39 Probability 0.001
	epsilon 0.820937
	b 0.571641
	m 0.891781
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 40 Probability 0.001
	epsilon 0.835015
	b 0.655005
	m 1.08826
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 41 Probability 0.001
	epsilon 0.817787
	b 0.685165
	m 0.911942
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 42 Probability 0.001
	epsilon 0.879492
	b 0.679513
	m 1.0398
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 43 Probability 0.001
	epsilon 0.840105
	b 0.56425
	m 0.873964
