stoch file 
scenario 1 Probability 0.01
	epsilon 0.771542
	b 0.614001
	m 1.12701
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 2 Probability 0.01
	epsilon 0.82709
	b 0.558789
	m 0.795629
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 3 Probability 0.01
	epsilon 0.893632
	b 0.624961
	m 1.08968
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 4 Probability 0.01
	epsilon 0.828375
	b 0.596079
	m 1.01195
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 5 Probability 0.01
	epsilon 0.888461
	b 0.574269
	m 1.06048
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 6 Probability 0.01
	epsilon 0.927924
	b 0.587383
	m 0.862117
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 7 Probability 0.01
	epsilon 0.752075
	b 0.631041
	m 0.959389
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 8 Probability 0.01
	epsilon 0.929109
	b 0.592166
	m 0.981091
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 9 Probability 0.01
	epsilon 0.776143
	b 0.64972
	m 1.15357
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 10 Probability 0.01
	epsilon 0.885536
	b 0.586227
	m 1.15817
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 11 Probability 0.01
	epsilon 0.913209
	b 0.676072
	m 1.14688
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 12 Probability 0.01
	epsilon 0.821803
	b 0.589987
	m 1.19335
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 13 Probability 0.01
	epsilon 0.835679
	b 0.57806
	m 1.04998
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
