stoch file 
scenario 1 Probability 0.004
	epsilon 0.771736
	b 0.637373
	m 0.998631
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 2 Probability 0.004
	epsilon 0.932296
	b 0.562764
	m 1.03906
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 3 Probability 0.004
	epsilon 0.779033
	b 0.551155
	m 1.21386
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 4 Probability 0.004
	epsilon 0.899504
	b 0.528285
	m 0.770759
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 5 Probability 0.004
	epsilon 0.90632
	b 0.698872
	m 0.984783
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 6 Probability 0.004
	epsilon 0.821592
	b 0.622546
	m 1.20897
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 7 Probability 0.004
	epsilon 0.843233
	b 0.535024
	m 1.17156
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 8 Probability 0.004
	epsilon 0.845551
	b 0.641705
	m 0.952205
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 9 Probability 0.004
	epsilon 0.839889
	b 0.585082
	m 0.931883
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 10 Probability 0.004
	epsilon 0.932595
	b 0.553844
	m 0.814174
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 11 Probability 0.004
	epsilon 0.868477
	b 0.613423
	m 1.15336
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 12 Probability 0.004
	epsilon 0.751961
	b 0.673005
	m 0.805456
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 13 Probability 0.004
	epsilon 0.892809
	b 0.688031
	m 0.840509
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 14 Probability 0.004
	epsilon 0.892081
	b 0.507406
	m 1.0305
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 15 Probability 0.004
	epsilon 0.837508
	b 0.560507
	m 1.12144
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 16 Probability 0.004
	epsilon 0.838946
	b 0.592268
	m 0.905456
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 17 Probability 0.004
	epsilon 0.818667
	b 0.656955
	m 0.880411
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 18 Probability 0.004
	epsilon 0.926721
	b 0.513633
	m 1.01855
	Achild 1.3
	Aadult 1.3
	Aold 0.7
