stoch file 
scenario 1 Probability 0.004
	epsilon 0.907588
	b 0.619726
	m 1.20114
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 2 Probability 0.004
	epsilon 0.754141
	b 0.587175
	m 0.92981
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 3 Probability 0.004
	epsilon 0.92243
	b 0.571694
	m 0.884198
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 4 Probability 0.004
	epsilon 0.897502
	b 0.589028
	m 1.09913
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 5 Probability 0.004
	epsilon 0.819949
	b 0.63551
	m 1.19985
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 6 Probability 0.004
	epsilon 0.861409
	b 0.5997
	m 1.19695
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 7 Probability 0.004
	epsilon 0.813773
	b 0.622852
	m 0.935602
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 8 Probability 0.004
	epsilon 0.86278
	b 0.583515
	m 0.954805
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 9 Probability 0.004
	epsilon 0.905956
	b 0.544124
	m 1.0919
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 10 Probability 0.004
	epsilon 0.834318
	b 0.588615
	m 1.02358
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 11 Probability 0.004
	epsilon 0.870117
	b 0.561696
	m 1.09635
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 12 Probability 0.004
	epsilon 0.824804
	b 0.638843
	m 1.03955
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 13 Probability 0.004
	epsilon 0.866702
	b 0.537973
	m 1.0888
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 14 Probability 0.004
	epsilon 0.882572
	b 0.521769
	m 1.13692
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 15 Probability 0.004
	epsilon 0.797208
	b 0.502286
	m 0.797111
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 16 Probability 0.004
	epsilon 0.787956
	b 0.66136
	m 1.03864
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 17 Probability 0.004
	epsilon 0.88429
	b 0.624083
	m 0.983466
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 18 Probability 0.004
	epsilon 0.844033
	b 0.67189
	m 1.13844
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 19 Probability 0.004
	epsilon 0.796632
	b 0.566805
	m 1.24683
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 20 Probability 0.004
	epsilon 0.863469
	b 0.661733
	m 1.09516
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 21 Probability 0.004
	epsilon 0.833309
	b 0.567373
	m 0.990578
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 22 Probability 0.004
	epsilon 0.888672
	b 0.664469
	m 0.94136
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 23 Probability 0.004
	epsilon 0.751879
	b 0.632285
	m 1.0472
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 24 Probability 0.004
	epsilon 0.822086
	b 0.602594
	m 0.815326
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 25 Probability 0.004
	epsilon 0.793648
	b 0.602531
	m 1.0303
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 26 Probability 0.004
	epsilon 0.880443
	b 0.555267
	m 0.974098
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 27 Probability 0.004
	epsilon 0.886842
	b 0.581508
	m 0.821759
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 28 Probability 0.004
	epsilon 0.843399
	b 0.597978
	m 0.886251
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 29 Probability 0.004
	epsilon 0.936454
	b 0.632239
	m 0.801504
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
