stoch file 
scenario 1 Probability 0.002
	epsilon 0.794688
	b 0.5675
	m 1.06947
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 2 Probability 0.002
	epsilon 0.948504
	b 0.594007
	m 1.02819
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 3 Probability 0.002
	epsilon 0.819912
	b 0.547539
	m 1.10241
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 4 Probability 0.002
	epsilon 0.830801
	b 0.674936
	m 0.961667
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 5 Probability 0.002
	epsilon 0.860131
	b 0.639538
	m 1.11699
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 6 Probability 0.002
	epsilon 0.846408
	b 0.596177
	m 0.963006
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 7 Probability 0.002
	epsilon 0.799363
	b 0.631554
	m 1.13091
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 8 Probability 0.002
	epsilon 0.895442
	b 0.573944
	m 1.19007
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 9 Probability 0.002
	epsilon 0.809469
	b 0.589246
	m 0.859213
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 10 Probability 0.002
	epsilon 0.883187
	b 0.63001
	m 1.14185
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 11 Probability 0.002
	epsilon 0.824898
	b 0.500939
	m 0.84496
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 12 Probability 0.002
	epsilon 0.860982
	b 0.596828
	m 0.860296
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 13 Probability 0.002
	epsilon 0.786325
	b 0.599811
	m 1.10549
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 14 Probability 0.002
	epsilon 0.885698
	b 0.611604
	m 0.931763
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 15 Probability 0.002
	epsilon 0.829348
	b 0.527255
	m 1.07094
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 16 Probability 0.002
	epsilon 0.842252
	b 0.526188
	m 0.926383
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 17 Probability 0.002
	epsilon 0.819982
	b 0.661818
	m 0.890176
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 18 Probability 0.002
	epsilon 0.918279
	b 0.547734
	m 0.92974
