stoch file 
scenario 1 Probability 0.00133333
	epsilon 0.928438
	b 0.650465
	m 0.854997
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 2 Probability 0.00133333
	epsilon 0.838135
	b 0.576717
	m 1.09569
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 3 Probability 0.00133333
	epsilon 0.816395
	b 0.635671
	m 1.01301
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 4 Probability 0.00133333
	epsilon 0.862351
	b 0.558826
	m 0.878718
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 5 Probability 0.00133333
	epsilon 0.789911
	b 0.688963
	m 1.15347
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 6 Probability 0.00133333
	epsilon 0.887107
	b 0.595509
	m 1.12352
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 7 Probability 0.00133333
	epsilon 0.778479
	b 0.530493
	m 0.992959
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 8 Probability 0.00133333
	epsilon 0.901578
	b 0.661366
	m 0.910647
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 9 Probability 0.00133333
	epsilon 0.762344
	b 0.560416
	m 0.825067
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 10 Probability 0.00133333
	epsilon 0.762848
	b 0.638901
	m 1.22166
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 11 Probability 0.00133333
	epsilon 0.804139
	b 0.584128
	m 0.918992
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 12 Probability 0.00133333
	epsilon 0.820778
	b 0.605585
	m 1.20442
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 13 Probability 0.00133333
	epsilon 0.921427
	b 0.574233
	m 0.82986
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 14 Probability 0.00133333
	epsilon 0.827489
	b 0.610158
	m 1.21637
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 15 Probability 0.00133333
	epsilon 0.789661
	b 0.655227
	m 0.91953
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 16 Probability 0.00133333
	epsilon 0.896156
	b 0.553134
	m 1.08442
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 17 Probability 0.00133333
	epsilon 0.761851
	b 0.603304
	m 0.95765
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 18 Probability 0.00133333
	epsilon 0.770284
	b 0.591921
	m 1.10585
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 19 Probability 0.00133333
	epsilon 0.781715
	b 0.61158
	m 1.1303
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 20 Probability 0.00133333
	epsilon 0.871742
	b 0.619421
	m 1.09343
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 21 Probability 0.00133333
	epsilon 0.815749
	b 0.568454
	m 1.09174
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 22 Probability 0.00133333
	epsilon 0.897541
	b 0.6248
	m 1.17017
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 23 Probability 0.00133333
	epsilon 0.83093
	b 0.606226
	m 0.991534
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 24 Probability 0.00133333
	epsilon 0.78285
	b 0.64458
	m 0.949717
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 25 Probability 0.00133333
	epsilon 0.931638
	b 0.613239
	m 1.10997
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 26 Probability 0.00133333
	epsilon 0.837036
	b 0.589341
	m 1.12196
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 27 Probability 0.00133333
	epsilon 0.808225
	b 0.674994
	m 0.914801
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 28 Probability 0.00133333
	epsilon 0.918243
	b 0.598694
	m 1.21823
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 29 Probability 0.00133333
	epsilon 0.872802
	b 0.618668
	m 0.978427
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 30 Probability 0.00133333
	epsilon 0.939873
	b 0.632479
	m 1.19154
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 31 Probability 0.00133333
	epsilon 0.816481
	b 0.582604
	m 1.0111
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 32 Probability 0.00133333
	epsilon 0.835036
	b 0.609217
	m 1.07615
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 33 Probability 0.00133333
	epsilon 0.808258
	b 0.699226
	m 1.15966
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 34 Probability 0.00133333
	epsilon 0.893203
	b 0.517551
	m 1.24538
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 35 Probability 0.00133333
	epsilon 0.838656
	b 0.633025
	m 1.08161
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 36 Probability 0.00133333
	epsilon 0.869507
	b 0.600849
	m 1.14185
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 37 Probability 0.00133333
	epsilon 0.799737
	b 0.543352
	m 0.975136
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 38 Probability 0.00133333
	epsilon 0.753719
	b 0.514081
	m 0.954165
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 39 Probability 0.00133333
	epsilon 0.873831
	b 0.690928
	m 0.935444
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 40 Probability 0.00133333
	epsilon 0.847744
	b 0.693616
	m 1.09264
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 41 Probability 0.00133333
	epsilon 0.785648
	b 0.537706
	m 0.991968
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 42 Probability 0.00133333
	epsilon 0.793675
	b 0.611982
	m 1.16557
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 43 Probability 0.00133333
	epsilon 0.897619
	b 0.514792
	m 1.04502
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 44 Probability 0.00133333
	epsilon 0.878076
	b 0.516614
	m 1.01188
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 45 Probability 0.00133333
	epsilon 0.898053
	b 0.619284
	m 1.21806
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 46 Probability 0.00133333
	epsilon 0.897728
	b 0.59863
	m 0.985342
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 47 Probability 0.00133333
	epsilon 0.852666
	b 0.610212
	m 0.981617
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 48 Probability 0.00133333
	epsilon 0.830311
	b 0.599731
	m 0.842479
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 49 Probability 0.00133333
	epsilon 0.890034
	b 0.608816
	m 0.989155
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 50 Probability 0.00133333
	epsilon 0.894848
	b 0.609797
	m 1.10094
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 51 Probability 0.00133333
	epsilon 0.847872
	b 0.548412
	m 1.18048
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 52 Probability 0.00133333
	epsilon 0.808007
	b 0.610673
	m 1.05827
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 53 Probability 0.00133333
	epsilon 0.772845
	b 0.514978
	m 0.851636
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 54 Probability 0.00133333
	epsilon 0.780156
	b 0.598657
	m 0.984036
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 55 Probability 0.00133333
	epsilon 0.917485
	b 0.564167
	m 0.977009
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 56 Probability 0.00133333
	epsilon 0.873267
	b 0.645529
	m 0.877314
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 57 Probability 0.00133333
	epsilon 0.89429
	b 0.592588
	m 0.960588
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 58 Probability 0.00133333
	epsilon 0.8802
	b 0.669875
	m 1.05217
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 59 Probability 0.00133333
	epsilon 0.792873
	b 0.569788
	m 0.899049
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 60 Probability 0.00133333
	epsilon 0.884484
	b 0.500494
	m 1.21735
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 61 Probability 0.00133333
	epsilon 0.890307
	b 0.69884
	m 1.02031
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 62 Probability 0.00133333
	epsilon 0.917803
	b 0.641914
	m 1.16651
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 63 Probability 0.00133333
	epsilon 0.921858
	b 0.601166
	m 1.06479
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 64 Probability 0.00133333
	epsilon 0.847202
	b 0.604398
	m 0.970827
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 65 Probability 0.00133333
	epsilon 0.863511
	b 0.66724
	m 1.03308
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 66 Probability 0.00133333
	epsilon 0.88092
	b 0.573722
	m 0.767261
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 67 Probability 0.00133333
	epsilon 0.834852
	b 0.56574
	m 1.16146
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 68 Probability 0.00133333
	epsilon 0.798616
	b 0.646403
	m 0.939967
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 69 Probability 0.00133333
	epsilon 0.842486
	b 0.608709
	m 0.787445
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 70 Probability 0.00133333
	epsilon 0.849305
	b 0.633622
	m 0.929264
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 71 Probability 0.00133333
	epsilon 0.79917
	b 0.646851
	m 1.03848
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 72 Probability 0.00133333
	epsilon 0.780456
	b 0.569846
	m 0.925408
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 73 Probability 0.00133333
	epsilon 0.900505
	b 0.633191
	m 1.05337
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 74 Probability 0.00133333
	epsilon 0.857979
	b 0.605938
	m 1.01961
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 75 Probability 0.00133333
	epsilon 0.877239
	b 0.601185
	m 1.18919
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 76 Probability 0.00133333
	epsilon 0.794614
	b 0.581188
	m 1.08884
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 77 Probability 0.00133333
	epsilon 0.804476
	b 0.572881
	m 1.21932
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 78 Probability 0.00133333
	epsilon 0.824835
	b 0.620319
	m 0.942774
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 79 Probability 0.00133333
	epsilon 0.840824
	b 0.50139
	m 1.04726
	Achild 0.7
	Aadult 0.7
	Aold 0.7
