stoch file 
scenario 1 Probability 0.01
	epsilon 0.846018
	b 0.509812
	m 0.834044
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 2 Probability 0.01
	epsilon 0.89244
	b 0.608453
	m 0.75476
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 3 Probability 0.01
	epsilon 0.814967
	b 0.55011
	m 1.10757
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 4 Probability 0.01
	epsilon 0.821206
	b 0.682421
	m 0.985778
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 5 Probability 0.01
	epsilon 0.828413
	b 0.636043
	m 1.08441
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 6 Probability 0.01
	epsilon 0.835925
	b 0.599997
	m 1.15929
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 7 Probability 0.01
	epsilon 0.924942
	b 0.614229
	m 1.21566
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 8 Probability 0.01
	epsilon 0.909938
	b 0.60459
	m 0.774059
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 9 Probability 0.01
	epsilon 0.885663
	b 0.631831
	m 0.925983
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 10 Probability 0.01
	epsilon 0.888363
	b 0.547508
	m 1.07952
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 11 Probability 0.01
	epsilon 0.913169
	b 0.589544
	m 1.02566
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 12 Probability 0.01
	epsilon 0.826964
	b 0.65501
	m 1.05531
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 13 Probability 0.01
	epsilon 0.878961
	b 0.565538
	m 0.99244
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 14 Probability 0.01
	epsilon 0.909822
	b 0.613647
	m 0.843922
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 15 Probability 0.01
	epsilon 0.795875
	b 0.615006
	m 0.768516
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 16 Probability 0.01
	epsilon 0.828542
	b 0.525187
	m 0.941437
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 17 Probability 0.01
	epsilon 0.928592
	b 0.658411
	m 0.985867
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 18 Probability 0.01
	epsilon 0.889988
	b 0.622841
	m 1.17695
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 19 Probability 0.01
	epsilon 0.948578
	b 0.648077
	m 1.16342
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 20 Probability 0.01
	epsilon 0.796882
	b 0.586416
	m 0.911801
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 21 Probability 0.01
	epsilon 0.792575
	b 0.553849
	m 1.02229
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 22 Probability 0.01
	epsilon 0.814154
	b 0.557406
	m 0.814206
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 23 Probability 0.01
	epsilon 0.937246
	b 0.629193
	m 0.920538
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 24 Probability 0.01
	epsilon 0.89458
	b 0.642893
	m 1.02969
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 25 Probability 0.01
	epsilon 0.869737
	b 0.611323
	m 0.782686
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 26 Probability 0.01
	epsilon 0.9097
	b 0.542629
	m 1.04585
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 27 Probability 0.01
	epsilon 0.811076
	b 0.649725
	m 0.881834
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 28 Probability 0.01
	epsilon 0.837712
	b 0.540958
	m 0.790867
	Achild 0.7
