stoch file 
scenario 1 Probability 0.00133333
	epsilon 0.855828
	b 0.510643
	m 1.18261
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 2 Probability 0.00133333
	epsilon 0.797832
	b 0.666264
	m 1.0433
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 3 Probability 0.00133333
	epsilon 0.832225
	b 0.567132
	m 1.0294
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 4 Probability 0.00133333
	epsilon 0.773549
	b 0.554846
	m 1.05331
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 5 Probability 0.00133333
	epsilon 0.870832
	b 0.596101
	m 1.18078
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 6 Probability 0.00133333
	epsilon 0.814211
	b 0.653858
	m 0.971409
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 7 Probability 0.00133333
	epsilon 0.924562
	b 0.616557
	m 1.05378
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 8 Probability 0.00133333
	epsilon 0.919086
	b 0.519461
	m 1.11509
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 9 Probability 0.00133333
	epsilon 0.896389
	b 0.642921
	m 1.06135
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 10 Probability 0.00133333
	epsilon 0.872975
	b 0.587708
	m 1.24293
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 11 Probability 0.00133333
	epsilon 0.899936
	b 0.666566
	m 1.1536
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 12 Probability 0.00133333
	epsilon 0.863381
	b 0.577961
	m 1.07357
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 13 Probability 0.00133333
	epsilon 0.772693
	b 0.516965
	m 0.985625
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 14 Probability 0.00133333
	epsilon 0.855682
	b 0.550049
	m 0.825574
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 15 Probability 0.00133333
	epsilon 0.852716
	b 0.514117
	m 0.945587
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 16 Probability 0.00133333
	epsilon 0.850162
	b 0.560986
	m 1.11905
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 17 Probability 0.00133333
	epsilon 0.817917
	b 0.692517
	m 1.23133
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 18 Probability 0.00133333
	epsilon 0.89991
	b 0.509751
	m 1.10378
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 19 Probability 0.00133333
	epsilon 0.869811
	b 0.555876
	m 1.15943
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 20 Probability 0.00133333
	epsilon 0.849569
	b 0.57398
	m 1.15054
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 21 Probability 0.00133333
	epsilon 0.870836
	b 0.640719
	m 1.05624
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 22 Probability 0.00133333
	epsilon 0.866493
	b 0.609632
	m 1.18544
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 23 Probability 0.00133333
	epsilon 0.943096
	b 0.567123
	m 1.01037
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 24 Probability 0.00133333
	epsilon 0.758753
	b 0.538397
	m 0.785347
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 25 Probability 0.00133333
	epsilon 0.846658
	b 0.584891
	m 0.890767
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 26 Probability 0.00133333
	epsilon 0.854881
	b 0.64076
	m 0.924666
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 27 Probability 0.00133333
	epsilon 0.831695
	b 0.533321
	m 0.938858
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 28 Probability 0.00133333
	epsilon 0.932477
	b 0.663756
	m 0.840899
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 29 Probability 0.00133333
	epsilon 0.924504
	b 0.601367
	m 1.04506
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 30 Probability 0.00133333
	epsilon 0.827836
	b 0.648855
	m 1.10538
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 31 Probability 0.00133333
	epsilon 0.845026
	b 0.648865
	m 0.981395
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 32 Probability 0.00133333
	epsilon 0.837894
	b 0.522666
	m 0.987476
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 33 Probability 0.00133333
	epsilon 0.854632
	b 0.64197
	m 0.892825
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
