stoch file 
scenario 1 Probability 0.0005
	epsilon 0.854325
	b 0.658877
	m 1.20227
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 2 Probability 0.0005
	epsilon 0.92284
	b 0.6315
	m 0.974055
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 3 Probability 0.0005
	epsilon 0.828806
	b 0.66015
	m 1.03468
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 4 Probability 0.0005
	epsilon 0.841666
	b 0.577343
	m 0.860029
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 5 Probability 0.0005
	epsilon 0.798115
	b 0.571985
	m 0.837487
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 6 Probability 0.0005
	epsilon 0.874878
	b 0.588355
	m 1.05201
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 7 Probability 0.0005
	epsilon 0.868845
	b 0.570876
	m 0.923094
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 8 Probability 0.0005
	epsilon 0.918685
	b 0.668934
	m 0.920549
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 9 Probability 0.0005
	epsilon 0.890949
	b 0.678961
	m 0.929679
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 10 Probability 0.0005
	epsilon 0.793851
	b 0.655887
	m 1.05796
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 11 Probability 0.0005
	epsilon 0.790206
	b 0.647526
	m 0.776831
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 12 Probability 0.0005
	epsilon 0.836437
	b 0.545349
	m 0.836315
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 13 Probability 0.0005
	epsilon 0.771328
	b 0.693795
	m 1.04166
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 14 Probability 0.0005
	epsilon 0.844563
	b 0.575539
	m 0.999465
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 15 Probability 0.0005
	epsilon 0.82961
	b 0.661727
	m 1.01105
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 16 Probability 0.0005
	epsilon 0.819379
	b 0.553771
	m 1.21234
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 17 Probability 0.0005
	epsilon 0.824973
	b 0.585665
	m 1.2043
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 18 Probability 0.0005
	epsilon 0.855234
	b 0.623742
	m 0.878594
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 19 Probability 0.0005
	epsilon 0.764355
	b 0.653581
	m 0.9541
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 20 Probability 0.0005
	epsilon 0.874828
	b 0.625692
	m 1.12136
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 21 Probability 0.0005
	epsilon 0.791617
	b 0.569739
	m 0.914983
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 22 Probability 0.0005
	epsilon 0.792244
	b 0.640976
	m 0.910614
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 23 Probability 0.0005
	epsilon 0.767906
	b 0.605983
	m 1.22378
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 24 Probability 0.0005
	epsilon 0.790737
	b 0.665439
	m 0.791272
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 25 Probability 0.0005
	epsilon 0.781345
	b 0.63311
	m 0.948848
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 26 Probability 0.0005
	epsilon 0.904767
	b 0.694264
	m 0.853288
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 27 Probability 0.0005
	epsilon 0.946457
	b 0.593565
	m 0.799436
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 28 Probability 0.0005
	epsilon 0.940989
	b 0.522831
	m 1.0314
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 29 Probability 0.0005
	epsilon 0.928638
	b 0.522003
	m 0.965462
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 30 Probability 0.0005
	epsilon 0.822605
	b 0.564694
	m 1.17781
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 31 Probability 0.0005
	epsilon 0.801745
	b 0.659147
	m 1.06733
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 32 Probability 0.0005
	epsilon 0.918153
	b 0.62857
	m 1.04838
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 33 Probability 0.0005
	epsilon 0.865722
	b 0.500642
	m 1.24599
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 34 Probability 0.0005
	epsilon 0.805076
	b 0.610986
	m 1.17099
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 35 Probability 0.0005
	epsilon 0.867433
	b 0.640522
	m 0.96015
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 36 Probability 0.0005
	epsilon 0.86364
	b 0.661648
	m 0.998347
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 37 Probability 0.0005
	epsilon 0.902389
	b 0.689208
	m 0.956191
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 38 Probability 0.0005
	epsilon 0.824592
	b 0.542179
	m 1.12452
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 39 Probability 0.0005
	epsilon 0.852428
	b 0.55562
	m 0.894553
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 40 Probability 0.0005
	epsilon 0.804197
	b 0.594795
	m 1.06503
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 41 Probability 0.0005
	epsilon 0.770743
	b 0.606731
	m 1.07499
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 42 Probability 0.0005
	epsilon 0.879222
	b 0.616439
	m 1.17115
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 43 Probability 0.0005
	epsilon 0.931101
	b 0.559615
	m 0.990601
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 44 Probability 0.0005
	epsilon 0.760762
	b 0.500354
	m 0.822163
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 45 Probability 0.0005
	epsilon 0.851711
	b 0.59264
	m 1.15966
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 46 Probability 0.0005
	epsilon 0.903644
	b 0.598707
	m 0.914672
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 47 Probability 0.0005
	epsilon 0.785281
	b 0.603778
	m 0.979265
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 48 Probability 0.0005
	epsilon 0.842994
	b 0.623391
	m 0.968371
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 49 Probability 0.0005
	epsilon 0.852082
	b 0.666039
	m 0.787462
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 50 Probability 0.0005
	epsilon 0.838888
	b 0.523535
	m 0.905734
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 51 Probability 0.0005
	epsilon 0.892318
	b 0.580641
	m 1.09433
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 52 Probability 0.0005
	epsilon 0.819175
	b 0.663088
	m 1.139
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 53 Probability 0.0005
	epsilon 0.774858
	b 0.517335
	m 1.01643
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 54 Probability 0.0005
	epsilon 0.817904
	b 0.578565
	m 1.09157
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 55 Probability 0.0005
	epsilon 0.93566
	b 0.641691
	m 0.907331
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 56 Probability 0.0005
	epsilon 0.935165
	b 0.54251
	m 1.16126
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 57 Probability 0.0005
	epsilon 0.847534
	b 0.544805
	m 0.931281
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 58 Probability 0.0005
	epsilon 0.885033
	b 0.658487
	m 1.1183
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 59 Probability 0.0005
	epsilon 0.816413
	b 0.562463
	m 1.14478
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 60 Probability 0.0005
	epsilon 0.876999
	b 0.544974
	m 1.02302
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 61 Probability 0.0005
	epsilon 0.870401
	b 0.616622
	m 1.13878
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 62 Probability 0.0005
	epsilon 0.88112
	b 0.63482
	m 1.09755
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 63 Probability 0.0005
	epsilon 0.813966
	b 0.666792
	m 1.14252
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 64 Probability 0.0005
	epsilon 0.85834
	b 0.501234
	m 0.930819
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 65 Probability 0.0005
	epsilon 0.831688
	b 0.502876
	m 0.944666
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 66 Probability 0.0005
	epsilon 0.900344
	b 0.638385
	m 0.947421
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 67 Probability 0.0005
	epsilon 0.802169
	b 0.570118
	m 0.867035
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 68 Probability 0.0005
	epsilon 0.8523
	b 0.660535
	m 0.816267
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 69 Probability 0.0005
	epsilon 0.89604
	b 0.66049
	m 1.10632
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 70 Probability 0.0005
	epsilon 0.934396
	b 0.619763
	m 1.07828
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 71 Probability 0.0005
	epsilon 0.93395
	b 0.622126
	m 1.04826
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 72 Probability 0.0005
	epsilon 0.911045
	b 0.644833
	m 0.824375
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 73 Probability 0.0005
	epsilon 0.921984
	b 0.590787
	m 1.18107
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 74 Probability 0.0005
	epsilon 0.887729
	b 0.59879
	m 1.05807
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 75 Probability 0.0005
	epsilon 0.876174
	b 0.668582
	m 1.03619
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 76 Probability 0.0005
	epsilon 0.757322
	b 0.605299
	m 0.774755
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 77 Probability 0.0005
	epsilon 0.804534
	b 0.527513
	m 0.954796
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 78 Probability 0.0005
	epsilon 0.87553
	b 0.59474
	m 1.2241
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 79 Probability 0.0005
	epsilon 0.815231
	b 0.645558
	m 0.769439
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 80 Probability 0.0005
	epsilon 0.866972
	b 0.574686
	m 1.19618
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 81 Probability 0.0005
	epsilon 0.94665
	b 0.549823
	m 1.20954
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 82 Probability 0.0005
	epsilon 0.799525
	b 0.628603
	m 0.811188
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 83 Probability 0.0005
	epsilon 0.833971
	b 0.642697
	m 0.932823
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 84 Probability 0.0005
	epsilon 0.797405
	b 0.536538
	m 1.22336
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 85 Probability 0.0005
	epsilon 0.802557
	b 0.537501
	m 0.990292
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 86 Probability 0.0005
	epsilon 0.879701
	b 0.588858
	m 0.992196
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 87 Probability 0.0005
	epsilon 0.812569
	b 0.572689
	m 1.12106
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 88 Probability 0.0005
	epsilon 0.928364
	b 0.663226
	m 1.21241
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 89 Probability 0.0005
	epsilon 0.855225
	b 0.686613
	m 1.09063
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 90 Probability 0.0005
	epsilon 0.875357
	b 0.648806
	m 1.15488
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 1.3
scenario 91 Probability 0.0005
	epsilon 0.904698
	b 0.579726
	m 0.986464
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 92 Probability 0.0005
	epsilon 0.856278
	b 0.648211
	m 0.7562
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 93 Probability 0.0005
	epsilon 0.884191
	b 0.606627
	m 1.06447
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 94 Probability 0.0005
	epsilon 0.912836
	b 0.603721
	m 1.1537
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 95 Probability 0.0005
	epsilon 0.932115
	b 0.575212
	m 1.05111
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 96 Probability 0.0005
	epsilon 0.941346
	b 0.677884
	m 1.04981
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 97 Probability 0.0005
	epsilon 0.837625
	b 0.606888
	m 1.17664
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 98 Probability 0.0005
	epsilon 0.903368
	b 0.60588
	m 0.95297
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 99 Probability 0.0005
	epsilon 0.777103
	b 0.594962
	m 0.991052
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 100 Probability 0.0005
	epsilon 0.822933
	b 0.579314
	m 1.03421
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 101 Probability 0.0005
	epsilon 0.836535
	b 0.667264
	m 0.965568
	Achild 0.7
	Aadult 0.7
