stoch file 
scenario 1 Probability 0.004
	epsilon 0.862264
	b 0.566293
	m 1.14396
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 2 Probability 0.004
	epsilon 0.889943
	b 0.600938
	m 1.03967
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 3 Probability 0.004
	epsilon 0.825575
	b 0.641018
	m 1.02528
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 4 Probability 0.004
	epsilon 0.934254
	b 0.61027
	m 0.972365
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 5 Probability 0.004
	epsilon 0.876036
	b 0.5748
	m 1.15743
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 6 Probability 0.004
	epsilon 0.944695
	b 0.671808
	m 1.22178
	Achild 1.3
	Aadult 1.3
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 7 Probability 0.004
	epsilon 0.83056
	b 0.588245
	m 0.985592
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 8 Probability 0.004
	epsilon 0.929655
	b 0.588492
	m 1.00201
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 9 Probability 0.004
	epsilon 0.804903
	b 0.583623
	m 1.05307
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 0.7
	Bold 1.3
scenario 10 Probability 0.004
	epsilon 0.823881
	b 0.664737
	m 1.10871
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 11 Probability 0.004
	epsilon 0.90852
	b 0.565404
	m 0.924934
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 12 Probability 0.004
	epsilon 0.886393
	b 0.565774
	m 1.10716
	Achild 0.7
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 13 Probability 0.004
	epsilon 0.864166
	b 0.584972
	m 1.06287
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 14 Probability 0.004
	epsilon 0.756041
	b 0.60415
	m 1.14899
	Achild 1.3
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 15 Probability 0.004
	epsilon 0.856695
	b 0.631877
	m 1.17409
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 0.7
	Bold 0.7
scenario 16 Probability 0.004
	epsilon 0.879858
	b 0.625708
	m 1.20938
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 1.3
scenario 17 Probability 0.004
	epsilon 0.799044
	b 0.604942
	m 0.939695
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 18 Probability 0.004
	epsilon 0.830163
	b 0.562831
	m 1.07265
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 19 Probability 0.004
	epsilon 0.780444
	b 0.513307
	m 0.91032
	Achild 1.3
	Aadult 0.7
	Aold 0.7
	Bchild 1.3
	Badult 1.3
	Bold 0.7
scenario 20 Probability 0.004
	epsilon 0.758708
	b 0.526169
	m 1.10101
	Achild 0.7
	Aadult 0.7
	Aold 1.3
	Bchild 1.3
	Badult 0.7
	Bold 0.7
scenario 21 Probability 0.004
	epsilon 0.847218
	b 0.646486
	m 1.20422
	Achild 1.3
	Aadult 1.3
	Aold 0.7
	Bchild 1.3
	Badult 0.7
	Bold 1.3
scenario 22 Probability 0.004
	epsilon 0.830775
	b 0.540345
	m 1.03571
	Achild 0.7
	Aadult 1.3
	Aold 1.3
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 23 Probability 0.004
	epsilon 0.928786
	b 0.583298
	m 0.772206
	Achild 0.7
	Aadult 0.7
	Aold 0.7
	Bchild 0.7
	Badult 1.3
	Bold 0.7
scenario 24 Probability 0.004
